	指标	地区	年	数据	行业	行业指标
1710	租赁和商务服务业私营企业和个体就业人员	湖北省	2018		租赁和商务服务业	人员
1711	租赁和商务服务业私营企业和个体就业人员	湖北省	2017	99.9641	租赁和商务服务业	人员
1712	租赁和商务服务业私营企业和个体就业人员	湖北省	2016	84.7726	租赁和商务服务业	人员
1713	租赁和商务服务业私营企业和个体就业人员	湖北省	2015	74.4871	租赁和商务服务业	人员
1714	租赁和商务服务业私营企业和个体就业人员	湖北省	2014	63.2986	租赁和商务服务业	人员
1715	租赁和商务服务业私营企业和个体就业人员	湖北省	2013	44.6586	租赁和商务服务业	人员
1716	租赁和商务服务业私营企业和个体就业人员	湖北省	2012	35.9032	租赁和商务服务业	人员
1717	租赁和商务服务业私营企业和个体就业人员	湖北省	2011	28.1111	租赁和商务服务业	人员
1718	租赁和商务服务业私营企业和个体就业人员	湖北省	2010	23.1189	租赁和商务服务业	人员
1719	租赁和商务服务业私营企业和个体就业人员	湖北省	2009	22.3446	租赁和商务服务业	人员
1720	租赁和商务服务业私营企业和个体就业人员	湖南省	2018		租赁和商务服务业	人员
1721	租赁和商务服务业私营企业和个体就业人员	湖南省	2017	56.4408	租赁和商务服务业	人员
1722	租赁和商务服务业私营企业和个体就业人员	湖南省	2016	43.5	租赁和商务服务业	人员
1723	租赁和商务服务业私营企业和个体就业人员	湖南省	2015	171.3706	租赁和商务服务业	人员
1724	租赁和商务服务业私营企业和个体就业人员	湖南省	2014	133.1715	租赁和商务服务业	人员
1725	租赁和商务服务业私营企业和个体就业人员	湖南省	2013	95.1545	租赁和商务服务业	人员
1726	租赁和商务服务业私营企业和个体就业人员	湖南省	2012	106.3791	租赁和商务服务业	人员
1727	租赁和商务服务业私营企业和个体就业人员	湖南省	2011	90.023	租赁和商务服务业	人员
1728	租赁和商务服务业私营企业和个体就业人员	湖南省	2010	68.3803	租赁和商务服务业	人员
1729	租赁和商务服务业私营企业和个体就业人员	湖南省	2009	60.5379	租赁和商务服务业	人员
1730	租赁和商务服务业私营企业和个体就业人员	广东省	2018		租赁和商务服务业	人员
1731	租赁和商务服务业私营企业和个体就业人员	广东省	2017	367.8048	租赁和商务服务业	人员
1732	租赁和商务服务业私营企业和个体就业人员	广东省	2016	268.8426	租赁和商务服务业	人员
1733	租赁和商务服务业私营企业和个体就业人员	广东省	2015	182.9598	租赁和商务服务业	人员
1734	租赁和商务服务业私营企业和个体就业人员	广东省	2014	151.4413	租赁和商务服务业	人员
1735	租赁和商务服务业私营企业和个体就业人员	广东省	2013	121.1749	租赁和商务服务业	人员
1736	租赁和商务服务业私营企业和个体就业人员	广东省	2012	124.4906	租赁和商务服务业	人员
1737	租赁和商务服务业私营企业和个体就业人员	广东省	2011	106.5811	租赁和商务服务业	人员
1738	租赁和商务服务业私营企业和个体就业人员	广东省	2010	89.2528	租赁和商务服务业	人员
1739	租赁和商务服务业私营企业和个体就业人员	广东省	2009	85.5577	租赁和商务服务业	人员
1740	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2018		租赁和商务服务业	人员
1741	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2017	66.0659	租赁和商务服务业	人员
1742	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2016	54.9411	租赁和商务服务业	人员
1743	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2015	42.8254	租赁和商务服务业	人员
1744	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2014	32.9029	租赁和商务服务业	人员
1745	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2013	25.8137	租赁和商务服务业	人员
1746	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2012	22.3623	租赁和商务服务业	人员
1747	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2011	18.488	租赁和商务服务业	人员
1748	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2010	15.7114	租赁和商务服务业	人员
1749	租赁和商务服务业私营企业和个体就业人员	广西壮族自治区	2009	14.4759	租赁和商务服务业	人员
1750	租赁和商务服务业私营企业和个体就业人员	海南省	2018		租赁和商务服务业	人员
1751	租赁和商务服务业私营企业和个体就业人员	海南省	2017	20.1901	租赁和商务服务业	人员
1752	租赁和商务服务业私营企业和个体就业人员	海南省	2016	19.3744	租赁和商务服务业	人员
1753	租赁和商务服务业私营企业和个体就业人员	海南省	2015	19.499000000000002	租赁和商务服务业	人员
1754	租赁和商务服务业私营企业和个体就业人员	海南省	2014	16.3465	租赁和商务服务业	人员
1755	租赁和商务服务业私营企业和个体就业人员	海南省	2013	13.2225	租赁和商务服务业	人员
1756	租赁和商务服务业私营企业和个体就业人员	海南省	2012	10.7718	租赁和商务服务业	人员
1757	租赁和商务服务业私营企业和个体就业人员	海南省	2011	8.609	租赁和商务服务业	人员
1758	租赁和商务服务业私营企业和个体就业人员	海南省	2010	7.0087	租赁和商务服务业	人员
1759	租赁和商务服务业私营企业和个体就业人员	海南省	2009	5.7343	租赁和商务服务业	人员
1760	租赁和商务服务业私营企业和个体就业人员	重庆市	2018		租赁和商务服务业	人员
1761	租赁和商务服务业私营企业和个体就业人员	重庆市	2017	117.0787	租赁和商务服务业	人员
1762	租赁和商务服务业私营企业和个体就业人员	重庆市	2016	99.4844	租赁和商务服务业	人员
1763	租赁和商务服务业私营企业和个体就业人员	重庆市	2015	87.2089	租赁和商务服务业	人员
1764	租赁和商务服务业私营企业和个体就业人员	重庆市	2014	69.3325	租赁和商务服务业	人员
1765	租赁和商务服务业私营企业和个体就业人员	重庆市	2013	48.7036	租赁和商务服务业	人员
1766	租赁和商务服务业私营企业和个体就业人员	重庆市	2012	50.6222	租赁和商务服务业	人员
1767	租赁和商务服务业私营企业和个体就业人员	重庆市	2011	39.5755	租赁和商务服务业	人员
1768	租赁和商务服务业私营企业和个体就业人员	重庆市	2010	29.2718	租赁和商务服务业	人员
1769	租赁和商务服务业私营企业和个体就业人员	重庆市	2009	26.3081	租赁和商务服务业	人员
1770	租赁和商务服务业私营企业和个体就业人员	四川省	2018		租赁和商务服务业	人员
1771	租赁和商务服务业私营企业和个体就业人员	四川省	2017	65.2446	租赁和商务服务业	人员
1772	租赁和商务服务业私营企业和个体就业人员	四川省	2016	119.8447	租赁和商务服务业	人员
1773	租赁和商务服务业私营企业和个体就业人员	四川省	2015	141.9144	租赁和商务服务业	人员
1774	租赁和商务服务业私营企业和个体就业人员	四川省	2014	66.455	租赁和商务服务业	人员
1775	租赁和商务服务业私营企业和个体就业人员	四川省	2013	60.1778	租赁和商务服务业	人员
1776	租赁和商务服务业私营企业和个体就业人员	四川省	2012	36.6616	租赁和商务服务业	人员
1777	租赁和商务服务业私营企业和个体就业人员	四川省	2011	29.6362	租赁和商务服务业	人员
1778	租赁和商务服务业私营企业和个体就业人员	四川省	2010	41.5719	租赁和商务服务业	人员
1779	租赁和商务服务业私营企业和个体就业人员	四川省	2009	35.6296	租赁和商务服务业	人员
1780	租赁和商务服务业私营企业和个体就业人员	贵州省	2018		租赁和商务服务业	人员
1781	租赁和商务服务业私营企业和个体就业人员	贵州省	2017	41.067	租赁和商务服务业	人员
1782	租赁和商务服务业私营企业和个体就业人员	贵州省	2016	33.5327	租赁和商务服务业	人员
1783	租赁和商务服务业私营企业和个体就业人员	贵州省	2015	27.9607	租赁和商务服务业	人员
1784	租赁和商务服务业私营企业和个体就业人员	贵州省	2014	25.1513	租赁和商务服务业	人员
1785	租赁和商务服务业私营企业和个体就业人员	贵州省	2013	17.4147	租赁和商务服务业	人员
1786	租赁和商务服务业私营企业和个体就业人员	贵州省	2012	11.9444	租赁和商务服务业	人员
1787	租赁和商务服务业私营企业和个体就业人员	贵州省	2011	7.0307	租赁和商务服务业	人员
1788	租赁和商务服务业私营企业和个体就业人员	贵州省	2010	5.3333	租赁和商务服务业	人员
1789	租赁和商务服务业私营企业和个体就业人员	贵州省	2009	4.4925	租赁和商务服务业	人员
1790	租赁和商务服务业私营企业和个体就业人员	云南省	2018		租赁和商务服务业	人员
1791	租赁和商务服务业私营企业和个体就业人员	云南省	2017	41.1813	租赁和商务服务业	人员
1792	租赁和商务服务业私营企业和个体就业人员	云南省	2016	38.1344	租赁和商务服务业	人员
1793	租赁和商务服务业私营企业和个体就业人员	云南省	2015	33.2325	租赁和商务服务业	人员
1794	租赁和商务服务业私营企业和个体就业人员	云南省	2014	37.515	租赁和商务服务业	人员
1795	租赁和商务服务业私营企业和个体就业人员	云南省	2013	29.4657	租赁和商务服务业	人员
1796	租赁和商务服务业私营企业和个体就业人员	云南省	2012	23.1	租赁和商务服务业	人员
1797	租赁和商务服务业私营企业和个体就业人员	云南省	2011	20.4521	租赁和商务服务业	人员
1798	租赁和商务服务业私营企业和个体就业人员	云南省	2010	15.4939	租赁和商务服务业	人员
1799	租赁和商务服务业私营企业和个体就业人员	云南省	2009	12.6334	租赁和商务服务业	人员
1800	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2018		租赁和商务服务业	人员
1801	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2017	8.4529	租赁和商务服务业	人员
1802	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2016	7.9513	租赁和商务服务业	人员
1803	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2015	8.5149	租赁和商务服务业	人员
1804	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2014	3.4223	租赁和商务服务业	人员
1805	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2013	2.6839	租赁和商务服务业	人员
1806	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2012	2.1387	租赁和商务服务业	人员
1807	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2011	1.8743	租赁和商务服务业	人员
1808	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2010	1.3705	租赁和商务服务业	人员
1809	租赁和商务服务业私营企业和个体就业人员	西藏自治区	2009	1.1738	租赁和商务服务业	人员
1810	租赁和商务服务业私营企业和个体就业人员	陕西省	2018		租赁和商务服务业	人员
1811	租赁和商务服务业私营企业和个体就业人员	陕西省	2017	24.0413	租赁和商务服务业	人员
1812	租赁和商务服务业私营企业和个体就业人员	陕西省	2016	21.593000000000004	租赁和商务服务业	人员
1813	租赁和商务服务业私营企业和个体就业人员	陕西省	2015	19.4444	租赁和商务服务业	人员
1814	租赁和商务服务业私营企业和个体就业人员	陕西省	2014	23.0236	租赁和商务服务业	人员
1815	租赁和商务服务业私营企业和个体就业人员	陕西省	2013	21.8711	租赁和商务服务业	人员
1816	租赁和商务服务业私营企业和个体就业人员	陕西省	2012	20.1004	租赁和商务服务业	人员
1817	租赁和商务服务业私营企业和个体就业人员	陕西省	2011	19.4398	租赁和商务服务业	人员
1818	租赁和商务服务业私营企业和个体就业人员	陕西省	2010	12.117	租赁和商务服务业	人员
1819	租赁和商务服务业私营企业和个体就业人员	陕西省	2009	12.2426	租赁和商务服务业	人员
